MemberID,Name,DOB,Gender,Region,PlanType,EffectiveDate,Email,IsActive,LastUpdated
M00239,Monica Garcia,1971-10-07,M,North,POS,2021-02-17,christopherestrada@hotmail.com,1.0,2024-05-24
M00240,Chad Gonzales,2010-04-28,M,North,Medicare,2022-07-21,rjones@nguyen.info,0.0,2024-05-14
M00241,Elizabeth Hicks,1994-05-08,M,West,POS,2023-10-07,harveyedward@yahoo.com,0.0,2024-05-08
M00242,Mark Davis,1996-07-07,O,South,POS,2019-05-01,ffields@hotmail.com,0.0,2024-06-09
M00243,Randall Waller,2001-08-08,F,West,PPO,2024-03-13,zamorachase@graham.com,0.0,2024-05-07
M00244,Ashley Phillips,1995-06-06,F,West,POS,2016-10-10,julie92@hotmail.com,,2024-05-05
M00245,Andrew Pope,1998-01-28,F,East,Medicaid,2018-01-14,vhuber@hutchinson.org,0.0,2024-06-04
M00246,Ann Harris,1987-02-27,O,East,HMO,2016-04-25,hernandezcarla@andrews.biz,1.0,2024-05-01
M00247,Caitlin Lynch,1997-05-03,O,East,PPO,2023-11-16,paulstark@bowen-hansen.info,0.0,2024-06-05
M00248,Angela Walker,1984-10-16,F,Metro,Medicare,2020-06-12,anthonybennett@johnson.info,0.0,2024-05-23
M00249,Frank Harris,1992-10-15,O,North,HMO,2019-12-18,tanner58@hotmail.com,1.0,2024-06-10
M00250,Brian Mcgrath,2002-08-08,O,Metro,Medicare,2023-09-23,nathaniel23@pope-snyder.com,1.0,2024-05-20
M00251,Jennifer Prince,1980-07-03,M,North,Medicaid,2021-04-25,mwillis@carey.org,0.0,2024-05-13
M00252,Melissa Cohen,2004-04-09,F,South,PPO,2016-12-10,johnstonalexander@williams.net,0.0,2024-05-24
M00253,Rose Torres,1983-03-02,O,Metro,PPO,2016-05-16,ashleylopez@jackson.org,0.0,2024-05-10
M00254,Dennis Jones,2013-10-24,O,Metro,Medicare,2018-12-21,xrowe@allen.com,1.0,2024-05-15
M00255,Kelly Burgess,1975-04-04,F,Central,Medicaid,2019-10-12,robinsonerik@hotmail.com,1.0,2024-05-29
M00256,Brian Salas,2001-01-30,O,West,HMO,2020-02-07,ericschmidt@wilson.com,0.0,2024-05-20
M00257,Melissa David,1993-04-19,O,South,Medicare,2020-04-07,garystevenson@gmail.com,0.0,2024-05-07
M00258,Julia Smith,1997-09-04,M,West,Medicaid,2023-04-28,carlos81@adams.com,1.0,2024-06-03
M00259,Christopher Johnson,2000-11-04,M,Central,Medicaid,2020-01-21,ucook@mack.com,1.0,2024-05-05
M00260,Collin Chambers,2016-01-02,F,South,EPO,2019-05-24,hayley41@lester.com,1.0,2024-05-03
M00261,Laura Delgado,2004-08-31,M,East,Medicaid,2017-08-25,lerickson@white-hansen.info,0.0,2024-05-20
M00262,Timothy Reyes,1998-04-26,F,Central,HMO,2016-08-29,seannavarro@yahoo.com,0.0,2024-06-07
M00263,Kevin Villarreal,2008-05-25,O,West,POS,2018-06-07,charles99@yahoo.com,0.0,2024-05-12
M00264,Lisa Anderson,1988-09-07,M,East,POS,2020-03-13,kbaker@day-thomas.com,1.0,2024-05-26
M00265,William Brown,1988-12-12,M,Central,PPO,2016-05-21,amandathompson@lowery.biz,0.0,2024-06-02
M00266,Mary Perez,2001-08-31,O,East,PPO,2021-10-15,stephensdaniel@rogers.info,1.0,2024-05-08
M00267,Kayla Smith,1975-06-25,F,West,POS,2017-05-01,steelealex@davis.com,0.0,2024-05-22
M00268,Janice Lloyd,2004-09-03,F,Central,EPO,2019-07-07,rbowen@gmail.com,0.0,2024-06-07
M00269,Brian Garcia,2004-04-10,O,Central,POS,2021-11-03,bmcbride@young-hill.biz,1.0,2024-05-18
M00270,Laurie Lawrence,1975-04-15,O,East,POS,2021-09-18,haleyespinoza@williams-knight.com,1.0,2024-05-27
M00271,James Koch,1997-07-11,M,West,Medicaid,2017-06-01,gsims@hotmail.com,0.0,2024-05-21
M00272,Craig Riley,2000-04-30,M,Metro,HMO,2018-08-17,usmith@hotmail.com,0.0,2024-05-16
M00273,James Walter,1974-12-16,M,Metro,HMO,2023-07-23,qward@yahoo.com,0.0,2024-05-01
M00274,Daniel Wagner,2008-02-13,O,Central,EPO,2023-04-19,elizabeth46@schaefer-parker.org,1.0,2024-06-10
M00275,Andre Beasley,1984-02-20,M,South,POS,2019-10-11,nsampson@ballard.com,1.0,2024-05-09
M00276,Jaime Smith,1980-10-10,F,Metro,PPO,2023-03-11,desireefigueroa@robinson-thompson.net,0.0,2024-05-17
M00277,Melissa Morgan,1994-12-10,M,Central,Medicare,2017-06-02,psanchez@yahoo.com,1.0,2024-05-02
M00278,Tony Maldonado,2015-04-29,F,West,Medicare,2019-06-14,denise87@brown-espinoza.com,0.0,2024-05-11
M00279,George Garcia,1972-11-04,M,Central,HMO,2021-09-12,kellytorres@yahoo.com,0.0,2024-05-29
M00280,Deborah Clark,2014-06-03,F,South,Medicare,2016-06-25,danielkennedy@gmail.com,1.0,2024-05-27
M00281,Alexis Thomas DVM,1980-04-05,M,East,HMO,2017-12-23,benjaminkennedy@simmons-huynh.info,0.0,2024-06-06
M00282,Benjamin Bush,2014-12-18,M,Metro,PPO,2021-11-23,mkrueger@taylor-myers.com,1.0,2024-05-31
M00283,Katherine Ferguson,2010-11-12,M,East,EPO,2021-10-06,susanwheeler@yahoo.com,0.0,2024-06-01
M00284,Jessica Spencer,2002-05-02,F,East,POS,2019-04-02,austin23@yahoo.com,1.0,2024-06-04
M00285,Karen Hayes,2006-04-13,O,West,Medicaid,2016-02-08,sbaker@aguilar.com,0.0,2024-05-28
M00286,Kristen Murphy,2009-07-13,O,Central,PPO,2016-07-18,corey33@rivas.net,1.0,2024-06-04
M00287,Wesley Carr,1976-08-20,O,West,EPO,2022-11-05,nicholesmith@gmail.com,1.0,2024-05-12
M00288,John Brown,1998-05-04,F,Metro,EPO,2023-03-08,robert93@brown-sims.info,0.0,2024-05-15
M00289,Hannah Johnson,1989-05-14,F,Central,PPO,2018-09-03,bakerkaren@jacobs.org,1.0,2024-05-05
M00290,Nicholas Walsh,1993-10-28,O,Central,Medicare,2016-03-08,andrew71@sullivan.com,0.0,2024-05-13
M00291,Leslie Lynch,2001-02-02,F,West,PPO,2018-11-23,wfrank@gmail.com,0.0,2024-05-29
M00292,Aimee Conway,2011-11-16,M,Metro,PPO,2019-11-22,osborngloria@yahoo.com,1.0,2024-05-20
M00293,Zachary Montgomery,2004-01-29,F,Central,Medicaid,2018-02-20,eho@greer.info,0.0,2024-06-04
M00294,John Francis,1998-08-26,M,Metro,Medicare,2018-09-16,melissa12@yahoo.com,1.0,2024-05-30
M00295,Jacob Martinez,1973-04-05,O,East,PPO,2018-11-22,slynn@gmail.com,0.0,2024-06-06
M00296,Dustin Romero,1978-01-07,M,South,HMO,2019-09-19,udelgado@gmail.com,1.0,2024-05-23
M00297,Frances Hall,1972-03-05,F,North,EPO,2021-10-13,robertsthomas@gmail.com,0.0,2024-05-02
M00298,Ashley Ward,1979-04-26,M,North,POS,2020-08-16,annawalsh@hale.com,0.0,2024-06-03
M00299,Richard Hines,2012-07-26,F,West,EPO,2016-01-26,fclark@gmail.com,0.0,2024-05-29
M00300,Nancy Simmons,1971-10-07,O,North,PPO,2022-02-02,oliverseth@bennett.biz,1.0,2024-05-10
M00301,Bernard Johnson,1987-08-12,O,Central,HMO,2020-09-03,dennishenry@parker.biz,0.0,2024-06-01
M00302,Lisa Hobbs,1980-07-24,M,East,EPO,2022-07-23,johndouglas@yahoo.com,,2024-05-07
M00303,Jordan Pena,1981-07-21,M,South,HMO,2017-11-29,cmartin@diaz.com,1.0,2024-06-07
M00304,Sonia Phillips,1998-01-17,O,South,Medicare,2020-04-14,broberts@reyes.info,1.0,2024-05-13
M00305,Dan Wilson,1990-10-21,O,South,EPO,2020-06-11,lindsey05@mccarty.info,1.0,2024-05-06
M00306,Stephanie Nunez,1983-09-06,M,Metro,EPO,2022-02-14,hskinner@yahoo.com,0.0,2024-05-25
M00307,George Wilkinson,1990-05-19,M,South,POS,2019-04-09,lauramatthews@bird.com,1.0,2024-05-23
M00308,Crystal Wright,2010-10-22,O,South,EPO,2023-10-16,jenna02@yahoo.com,0.0,2024-05-27
M00309,Joyce Marshall,2006-12-11,O,South,HMO,2023-08-21,tracy31@bennett.org,1.0,2024-05-29
M00310,Tyler Jones,1996-10-07,O,North,POS,2021-05-23,rachelholmes@yahoo.com,0.0,2024-05-24
M00311,Carol Monroe,2001-01-17,M,East,PPO,2018-10-18,bryan73@thomas.com,0.0,2024-06-07
M00312,April Lopez,1990-11-25,F,South,Medicaid,2018-06-07,kelly50@walker-webb.com,1.0,2024-05-16
M00313,Joseph Hayes,1997-05-30,M,West,EPO,2022-05-28,zachary83@johnson-sullivan.org,0.0,2024-05-06
M00314,Dawn Mora,1976-06-09,M,South,Medicare,2022-12-27,johndominguez@yahoo.com,0.0,2024-05-27
M00315,Shaun Barron,1973-09-03,M,Central,PPO,2022-02-11,arthur02@yahoo.com,0.0,2024-05-12
M00316,Breanna Martin,2005-07-31,F,East,HMO,2019-02-19,charles50@gmail.com,0.0,2024-05-19
M00317,Victoria Clark,1996-08-01,M,South,PPO,2018-06-14,handrews@barry.com,0.0,2024-05-30
M00318,Joshua Buck,1980-09-15,F,North,POS,2021-05-24,amanda13@hotmail.com,1.0,2024-05-23
M00319,John Green,1995-04-15,M,North,POS,2019-05-12,clarkharry@gmail.com,1.0,2024-05-27
M00320,Joshua Gutierrez,1981-07-10,M,South,Medicaid,2017-08-07,yknox@gmail.com,1.0,2024-06-05
M00321,Denise Scott,2007-11-16,M,South,PPO,2020-07-18,nathaniel03@rhodes.org,0.0,2024-05-15
M00322,Tamara Perez,2000-11-01,F,North,POS,2021-09-27,bthomas@ramos.org,0.0,2024-06-05
M00323,Mary Clark,1986-09-18,M,West,POS,2021-01-20,vrobinson@yahoo.com,1.0,2024-05-28
M00324,Caleb Mcdowell,2008-02-17,M,Central,Medicaid,2022-01-13,scollins@randall.org,1.0,2024-05-10
M00325,John Pennington,2006-10-17,F,Central,EPO,2024-03-02,patricia47@hotmail.com,,2024-05-26
M00326,Connie Smith,1977-01-03,O,West,POS,2023-04-05,cameron39@munoz-chambers.com,,2024-05-17
M00327,Michele Chavez,1984-03-13,O,South,PPO,2018-05-06,allenjackie@hansen-wright.com,0.0,2024-05-22
M00328,Annette Chang,2010-02-27,F,West,Medicaid,2018-02-26,rodriguezjames@gmail.com,1.0,2024-05-10
M00329,Brian Mclean,2006-03-26,O,East,HMO,2018-01-29,christopher64@hotmail.com,1.0,2024-05-18
M00330,Courtney Hayes,1980-04-02,O,South,HMO,2021-07-08,andrew65@gmail.com,1.0,2024-06-07
M00331,Daniel Mitchell,1996-07-28,O,South,Medicare,2017-04-24,thomasgregory@hotmail.com,0.0,2024-05-28
M00332,Robert Richard,2001-05-09,M,West,HMO,2023-05-12,morganthomas@hotmail.com,0.0,2024-05-02
M00333,Adam Alvarez,1975-10-25,O,Central,Medicare,2021-01-03,warrencharles@hotmail.com,1.0,2024-05-14
M00334,Adam Bowers,2007-09-27,M,Central,PPO,2019-01-05,mark99@underwood.org,1.0,2024-05-14
M00335,Patricia Clark MD,2004-08-01,O,East,PPO,2021-07-23,rebeccabenitez@yahoo.com,0.0,2024-05-21
M00336,Matthew Sullivan,2005-09-21,O,North,Medicare,2018-12-17,carriemiller@hayes.info,1.0,2024-05-01
M00337,Margaret Juarez,2004-10-11,O,Metro,Medicare,2022-04-16,ocosta@monroe.com,0.0,2024-05-06
M00338,Hannah Duncan,1985-07-05,O,East,Medicare,2021-03-27,stronglauren@brown.biz,1.0,2024-05-27
M00339,Michael Ward,1976-06-11,F,Central,Medicare,2023-10-24,michaelgutierrez@smith.com,1.0,2024-05-28
M00340,Christina Campbell,1993-06-26,O,West,HMO,2017-02-13,lorihansen@gmail.com,0.0,2024-05-01
M00341,Melissa Bradley,2002-11-17,F,West,Medicare,2021-01-15,shawnleblanc@hotmail.com,0.0,2024-05-17
M00342,Steven Burke,2010-11-14,F,Central,Medicaid,2017-11-13,susannielsen@hotmail.com,1.0,2024-05-21
M00343,Lance Williams,1992-04-17,F,East,Medicaid,2018-06-02,wknox@hotmail.com,1.0,2024-05-15
M00344,Daniel Bray,2003-07-06,F,North,EPO,2019-04-21,brian44@yahoo.com,0.0,2024-06-02
M00345,Taylor Black,1995-02-05,O,North,Medicare,2018-07-17,kevin24@yahoo.com,1.0,2024-06-06
M00346,Kevin Miller,1979-06-05,M,East,Medicaid,2019-03-11,ibradley@jones-morales.com,1.0,2024-05-17
M00347,Andrew Wolf,2012-06-20,M,Central,PPO,2021-10-19,baileynatasha@higgins-ball.net,1.0,2024-05-23
M00348,Andre Green,1994-03-14,M,South,EPO,2021-09-25,brianfry@mcgee.com,0.0,2024-05-24
M00349,Krista Walker,1981-02-08,M,Metro,HMO,2018-07-08,bailey06@clark.com,1.0,2024-05-15
M00350,Michelle Wilson,2004-08-08,F,Metro,Medicaid,2019-08-04,ppennington@yahoo.com,0.0,2024-06-09
M00351,Robert Roberts,1977-03-18,O,West,Medicare,2020-01-25,mcarpenter@gmail.com,1.0,2024-05-23
M00352,Becky Mathews,1976-01-16,F,Central,PPO,2023-04-01,jessica46@hotmail.com,1.0,2024-06-09
M00353,Garrett Nguyen,1974-11-01,M,South,HMO,2017-09-30,brandongross@griffin.biz,1.0,2024-05-16
M00354,Christopher Garcia Jr.,1980-05-11,M,Metro,HMO,2020-10-23,evanscrystal@young.net,0.0,2024-05-19
M00355,Janice Graves,1987-02-24,F,West,EPO,2019-07-09,collinscrystal@davis-contreras.com,1.0,2024-05-09
M00356,Gary Hicks,2003-07-10,O,West,Medicare,2018-03-21,wrivera@mejia.com,0.0,2024-05-11
M00357,Ronald Cole,1993-05-15,F,West,Medicare,2019-09-27,ycohen@hotmail.com,1.0,2024-06-06
M00358,David Peterson,2004-12-10,O,West,Medicaid,2016-02-12,joseph22@gmail.com,0.0,2024-05-11
M00359,Peter Hunt,1975-12-20,M,North,EPO,2018-02-07,nicole88@clark.org,0.0,2024-05-25
M00360,Michelle Munoz,1984-09-15,O,Central,HMO,2016-10-27,mleach@hotmail.com,1.0,2024-06-07
M00361,Robert Thompson,1990-07-10,M,East,POS,2016-04-09,jessica62@moore.com,0.0,2024-05-19
M00362,Susan Moore,1996-04-19,M,Central,PPO,2022-08-21,hannahalvarez@yahoo.com,1.0,2024-05-26
M00363,Christina Thomas,1970-08-11,M,West,EPO,2023-11-12,pleblanc@yahoo.com,1.0,2024-05-14
M00364,Emily Griffin,1994-12-16,M,South,PPO,2023-08-11,donnaalexander@lawson.com,0.0,2024-05-16
M00365,Lisa Hoffman,1976-05-02,O,Metro,POS,2019-06-28,tmathis@gmail.com,0.0,2024-05-26
M00366,Belinda Davidson,2014-04-01,F,East,EPO,2021-02-10,john78@horn.org,0.0,2024-05-04
M00367,Lawrence Hart,1995-07-19,O,East,Medicare,2019-06-23,mfarley@palmer-ramos.com,0.0,2024-05-27
M00368,Jason Huerta,2001-12-31,F,Central,HMO,2018-06-01,debrawong@gmail.com,0.0,2024-05-18
M00369,Victor Kane,2004-06-28,O,Central,POS,2018-03-11,teresa56@hotmail.com,0.0,2024-05-19
M00370,Ryan Rodriguez,1989-09-20,O,Metro,POS,2023-01-23,angela47@hotmail.com,1.0,2024-05-02
M00371,Christina Clark,1973-08-04,O,East,PPO,2024-01-04,ywilliams@gonzalez-miller.net,0.0,2024-05-18
M00372,Shelia Hartman,2010-04-01,F,North,POS,2022-06-16,stephaniedavenport@martin.com,0.0,2024-05-03
M00373,Marissa Johnson,1991-07-23,O,West,PPO,2019-09-27,wphillips@gmail.com,0.0,2024-05-16
M00374,Emily English,1976-08-24,F,South,Medicare,2023-02-02,ronaldbeasley@hotmail.com,1.0,2024-05-17
M00375,Oscar Woods,1987-05-08,M,East,Medicaid,2016-02-24,pricecrystal@yahoo.com,0.0,2024-05-20
M00376,Jane Butler,1975-04-09,O,West,POS,2020-07-05,kennethhughes@good-wagner.net,1.0,2024-05-29
M00377,Valerie Parsons,2001-01-01,O,North,HMO,2020-03-12,joneskelly@yahoo.com,0.0,2024-05-20
M00378,Nicole Lloyd,2013-10-09,M,South,HMO,2021-10-13,kimberlymcclure@gmail.com,0.0,2024-05-28
M00379,Maureen Burke,1988-08-24,M,Central,EPO,2022-07-12,csanchez@gmail.com,1.0,2024-06-09
M00380,Thomas Meyer,1974-06-18,O,Metro,HMO,2019-12-30,sandrahall@sullivan.info,1.0,2024-06-06
M00381,Arthur Austin,2002-07-29,F,North,Medicaid,2018-11-10,fryeeric@yahoo.com,0.0,2024-05-21
M00382,Jamie Wolf,2000-07-01,F,West,Medicaid,2022-05-29,dwest@simpson.biz,0.0,2024-06-04
M00383,Miss Julie Jackson,1998-02-03,F,East,HMO,2017-12-16,vhampton@lewis-mullins.com,1.0,2024-05-30
M00384,Jessica Berger,1983-12-13,O,South,EPO,2020-05-15,murrayedward@villarreal.net,1.0,2024-05-07
M00385,Amanda Hall,2009-02-16,O,Metro,PPO,2019-10-08,dgomez@hotmail.com,0.0,2024-05-20
M00386,Nicholas Kramer,1994-04-27,O,South,Medicare,2020-07-15,amy65@gmail.com,0.0,2024-05-21
M00387,Stephanie Velasquez,1987-02-11,F,North,Medicare,2021-05-17,kennethmorales@rodriguez.net,1.0,2024-05-02
M00388,Jennifer Haas,2006-07-30,O,West,EPO,2018-09-15,monicafowler@hotmail.com,0.0,2024-06-09
M00389,Brittany Lee,1985-05-14,O,West,Medicaid,2023-10-19,combskevin@cruz-schwartz.info,1.0,2024-05-04
M00390,Amanda Richard,1985-02-26,O,North,EPO,2016-04-03,kgordon@barton.com,,2024-05-16
M00391,Heather Davis,1985-09-12,F,South,HMO,2019-10-15,ttorres@hotmail.com,1.0,2024-05-20
M00392,Denise Thompson,1985-01-21,F,Metro,POS,2016-10-13,cindy31@hotmail.com,1.0,2024-05-13
M00393,Jacob Montoya,2007-07-19,F,North,HMO,2021-11-15,wtran@graham.net,0.0,2024-05-29
M00394,Lisa Rogers,2001-05-05,O,West,Medicaid,2019-08-20,daniel39@hotmail.com,0.0,2024-05-12
M00395,Andrew Hodge,2004-03-26,O,North,Medicaid,2024-01-25,andrewritter@gmail.com,0.0,2024-05-23
M00396,Jonathan Erickson,2002-08-28,O,South,EPO,2020-04-02,christopher73@hotmail.com,0.0,2024-05-17
M00397,Christian Lewis,2010-02-08,M,West,PPO,2022-10-08,rodriguezamanda@clark.com,0.0,2024-05-02
M00398,Randall Wagner,2003-11-11,F,North,Medicare,2017-02-26,,1.0,2024-06-06
M00399,Shelley Hampton,2010-07-15,F,Metro,Medicare,2020-03-13,shelly16@gmail.com,0.0,2024-05-09
M00400,Ryan Russell,1997-03-19,M,Central,POS,2018-09-11,heidistanley@gallagher.com,1.0,2024-06-01
M00401,Jennifer Hatfield,2012-07-19,M,North,EPO,2020-10-13,lisabrady@yahoo.com,0.0,2024-05-15
M00402,Robert Stout,2013-12-19,M,Central,EPO,2019-08-22,mmartinez@randolph-keller.com,1.0,2024-05-30
M00403,Tara Ford,1969-09-26,F,Central,EPO,2016-01-12,pamsanchez@yahoo.com,0.0,2024-05-25
M00404,Mark Merritt,1975-01-08,F,Central,HMO,2022-01-15,tanya84@gmail.com,1.0,2024-05-29
M00405,Katherine Richardson,1977-12-09,M,Metro,POS,2022-07-21,zhumphrey@yahoo.com,1.0,2024-05-08
M00406,Monica Morse,1996-05-16,O,North,PPO,2023-04-06,btorres@hotmail.com,1.0,2024-05-17
M00407,Mark Raymond,1984-05-08,O,North,Medicaid,2016-06-10,lambertjustin@schultz.biz,0.0,2024-05-25
M00408,Justin Obrien,1973-02-14,F,Metro,PPO,2022-01-03,richardrodriguez@lopez.com,1.0,2024-05-06
M00409,Jennifer Contreras,2008-09-16,O,Metro,PPO,2017-12-30,yrojas@gmail.com,0.0,2024-05-02
M00410,Kenneth Nielsen,1992-02-29,M,Metro,Medicare,2016-01-12,sanchezdavid@weeks-murphy.biz,0.0,2024-05-12
M00411,Michael Pittman,1989-07-17,F,East,POS,2018-10-07,xwaters@hotmail.com,1.0,2024-05-17
M00412,Taylor Ramirez,1973-08-31,M,North,EPO,2020-05-26,hallchristopher@wagner.com,1.0,2024-05-15
M00413,Edward Juarez,1980-05-13,M,West,EPO,2021-02-09,dkennedy@gmail.com,0.0,2024-06-02
M00414,Terry Hill,2006-05-05,O,North,PPO,2020-02-01,alexandria83@gmail.com,1.0,2024-05-06
M00415,Matthew Mccormick,2015-06-23,F,South,EPO,2022-01-25,jacksonmercedes@gallagher-gray.com,0.0,2024-05-06
M00416,Megan Allen,1995-05-26,F,Central,Medicaid,2023-06-03,shellybradley@gmail.com,0.0,2024-05-08
M00417,Joan Chase,2002-05-25,M,East,EPO,2018-11-13,courtney57@hall-crawford.com,1.0,2024-05-19
M00418,Randy Benton,1988-02-18,F,South,Medicare,2022-12-02,sarahmartin@hall-smith.org,1.0,2024-05-27
M00419,Brian Garcia,1981-12-21,O,North,Medicaid,2019-01-19,johnramirez@hotmail.com,1.0,2024-06-05
M00420,Emily Atkinson,1991-02-07,F,West,Medicare,2021-02-15,daltonnicholas@gmail.com,0.0,2024-05-11
M00421,Austin Gardner,2001-06-09,F,Metro,PPO,2022-01-21,sharonchang@yahoo.com,0.0,2024-05-04
M00422,Renee Cooper,1972-06-17,F,Central,PPO,2019-08-09,johntownsend@wolfe.net,1.0,2024-05-09
M00423,Christina Gordon,2002-02-12,M,Central,Medicaid,2020-11-13,robertsonjoanne@hotmail.com,0.0,2024-06-02
M00424,Edward Dixon,1979-05-27,O,North,Medicare,2022-12-29,thomas57@harris-hernandez.biz,1.0,2024-05-25
M00425,Dylan Miller,1982-11-03,M,South,HMO,2019-07-12,omorris@rowe.com,0.0,2024-05-03
M00426,Carla Doyle,1997-01-09,M,East,Medicare,2022-12-12,elaine44@yahoo.com,1.0,2024-05-23
M00427,Zachary Gray,2007-11-02,O,West,EPO,2024-03-03,richard10@moore.com,0.0,2024-05-16
M00428,Margaret Duncan,1969-10-28,O,Central,POS,2023-12-06,richard32@hotmail.com,1.0,2024-05-17
M00429,John Edwards,2004-04-15,O,Metro,Medicare,2017-08-09,johnhickman@mays-mendoza.biz,0.0,2024-06-04
M00430,Beth Howard,1984-03-15,M,Central,POS,2021-07-13,tparker@sanchez.com,1.0,2024-06-07
M00431,Joshua Le,1988-02-20,F,South,POS,2021-08-02,phillipsanthony@neal.org,0.0,2024-05-22
M00432,Benjamin Arnold,1979-09-30,O,Central,Medicare,2019-09-19,bryanmichael@jones.biz,0.0,2024-06-05
M00433,Kyle Ortiz,2004-07-14,F,West,EPO,2016-10-10,stevenssarah@yahoo.com,0.0,2024-05-24
M00434,Tina Charles,1976-04-27,O,East,POS,2021-06-11,nphillips@turner-sanchez.net,1.0,2024-05-07
M00435,Maria Reyes,1986-11-29,M,Central,HMO,2022-01-01,tracy55@gmail.com,0.0,2024-05-10
M00436,Samantha Gross,1994-02-16,O,Central,Medicare,2022-09-16,roberthorn@adams-nguyen.com,1.0,2024-05-23
M00437,Nicole Mcknight,1979-10-28,O,North,Medicaid,2021-08-07,soniawarren@hotmail.com,0.0,2024-06-02
M00438,Thomas Acevedo,1980-06-28,M,East,Medicaid,2023-08-02,tuckermitchell@yahoo.com,1.0,2024-05-25
M00439,Christy Gill,2009-07-24,O,South,POS,2023-02-27,collierjacqueline@alvarez.org,0.0,2024-05-08
M00440,David Kennedy,1974-06-07,O,Metro,Medicaid,2017-02-12,gonzalezshaun@cherry.biz,0.0,2024-05-30
M00441,Melinda Hess,1976-09-15,O,South,POS,2019-11-11,christinacarter@hotmail.com,1.0,2024-05-23
M00442,Brian Steele,2007-04-30,M,Central,Medicaid,2018-11-16,lynnsavage@park-perkins.com,1.0,2024-05-09
M00443,Maria Schneider,2003-01-13,F,Central,Medicare,2020-04-25,christophercochran@ware.net,1.0,2024-06-01
M00444,Timothy Hamilton,1977-11-07,F,South,POS,2017-02-01,murphycharles@bennett-johnson.com,0.0,2024-06-02
M00445,Jessica Burton,2011-10-26,O,East,PPO,2017-08-28,williamstiffany@yahoo.com,1.0,2024-05-16
M00446,Christopher Williams,2016-01-20,O,West,Medicaid,2016-08-07,beth33@wright.info,1.0,2024-05-05
M00447,Derek Case,1980-06-18,O,Central,HMO,2021-02-26,stevensullivan@smith.com,0.0,2024-05-02
M00448,Kimberly Weber,1973-08-06,M,West,Medicaid,2022-07-13,,0.0,2024-05-03
M00449,Robert Marshall DDS,1997-01-04,M,West,POS,2020-08-09,matthew40@walker.biz,1.0,2024-05-02
M00450,David Cole,1985-01-12,M,South,HMO,2017-05-20,jstanley@bailey.com,1.0,2024-05-03
M00451,Carrie Butler,1997-11-11,O,Central,Medicaid,2020-01-15,tcooke@yahoo.com,0.0,2024-05-29
M00452,Craig Rivas,2006-04-01,O,North,PPO,2022-01-20,alisonsanchez@morgan-morris.org,0.0,2024-05-25
M00453,James Roberts,2014-03-06,O,East,PPO,2019-11-18,jameskatherine@warren.org,1.0,2024-05-27
M00454,Michele Jackson,1980-06-23,M,East,PPO,2023-03-03,zhuffman@reed-fisher.info,0.0,2024-05-23
M00455,Brittany Fields,2002-06-13,F,East,POS,2018-06-25,thomasstephanie@brooks-robinson.com,0.0,2024-05-20
M00456,Amanda Jones,2015-10-17,M,North,Medicaid,2019-12-09,suzanne43@case.org,0.0,2024-05-20
M00457,Eileen Warren,2012-08-28,O,West,POS,2020-06-11,emily69@yahoo.com,1.0,2024-05-02
M00458,Daniel Phillips,1996-11-21,O,Metro,PPO,2017-04-08,lynn26@hotmail.com,1.0,2024-05-04
M00459,Christopher Walls,2011-11-17,F,Central,EPO,2022-09-04,fhobbs@gmail.com,0.0,2024-05-31
M00460,Alvin Smith,1988-01-18,M,West,Medicare,2022-11-22,karenreyes@hotmail.com,1.0,2024-06-04
M00461,Katherine Dunn,1986-05-26,M,North,Medicaid,2022-09-12,angela49@gmail.com,1.0,2024-05-19
M00462,Stephen Jackson,2015-08-27,O,South,HMO,2021-02-14,wmooney@thomas.com,0.0,2024-05-13
M00463,Natasha Reid,2010-03-05,F,South,HMO,2022-04-12,amanda08@lowe.com,1.0,2024-05-12
M00464,Lisa Lam,2003-10-05,F,North,HMO,2017-07-08,xwagner@gmail.com,1.0,2024-05-29
M00465,Lori Perry,1992-12-15,F,South,HMO,2022-02-26,cynthiathompson@gmail.com,0.0,2024-05-20
M00466,Jeffrey Rojas,1995-07-03,M,South,Medicare,2017-06-01,scott78@yahoo.com,1.0,2024-06-09
M00467,Joshua Richmond,1983-02-04,F,East,Medicaid,2018-10-15,kyle32@callahan-lynch.com,1.0,2024-05-11
M00468,Amy Dickerson,1971-04-08,O,South,POS,2019-03-27,thomasderrick@king.com,1.0,2024-06-08
M00469,Melissa Cook,2002-06-02,F,West,HMO,2020-11-28,morenocarol@smith.com,1.0,2024-05-17
M00470,Elizabeth House,1997-11-27,O,West,PPO,2021-01-12,zjohnson@gmail.com,0.0,2024-05-16
M00471,Patrick Guerra,2013-01-16,M,Metro,EPO,2021-04-23,ramosmark@gmail.com,0.0,2024-05-12
M00472,Brittany Dougherty,2008-06-23,F,Central,POS,2023-06-30,orodriguez@garcia-wolfe.com,0.0,2024-06-07
M00473,Kimberly Romero,2005-03-14,F,South,HMO,2023-05-06,melissa63@yahoo.com,0.0,2024-05-20
M00474,Ashley Bell,1986-01-15,F,West,EPO,2019-03-10,trevinoariel@martinez.com,1.0,2024-05-17
M00475,Sydney White,1989-06-14,O,North,Medicaid,2017-10-12,gharris@williams.com,0.0,2024-05-27
M00476,Andrew Griffin,1994-06-21,O,East,HMO,2018-10-22,april93@hotmail.com,1.0,2024-05-25
